nota_admision,nota_primer_parcial,asistencia,materias_reprobadas,distancia_km,beca,dependientes,horas_trabajo_semana,deserto
80.9605698361348,100.0,81.60178831691702,3,6.705735063697515,parcial,4,44.31550609101923,No
73.34082838594578,65.22538366234579,86.82134871011176,1,1.2393817848661655,ninguna,0,40.20406423660358,Si
82.77226245720831,100.0,98.59771893328313,2,10.77035807447209,ninguna,3,30.826950277322812,No
93.2763582768963,68.0525809191026,84.55291243240414,1,3.942844502451911,parcial,1,35.4104463819993,No
72.19015950331996,51.413853936580395,76.1388734865235,0,15.046640204108403,parcial,2,27.171820383127702,Si
72.19035651660984,67.41551336389807,68.80310134483373,4,8.290934395891515,ninguna,3,24.55307998354846,Si
93.9505537860887,87.72305951512914,90.1304786741025,3,8.26773199952635,,1,5.83083569961962,No
84.20921674983491,59.42735276502703,87.47288125627739,3,2.713424992357387,ninguna,1,10.59862831745688,No
69.36630736878058,62.9949201149027,78.54091826737704,1,12.778682434199972,ninguna,0,1.308730412581447,No
81.51072052303158,80.90309148439786,95.26014125707297,2,8.722029447338247,total,0,30.16095586252434,No
69.43898768625046,72.04590175107859,80.7822313561237,1,12.540773115810653,ninguna,2,37.589661784562736,Si
69.41124295715692,80.76934428730111,83.65355908175205,1,6.973761360044815,ninguna,1,37.68021029025566,No
77.90354725879241,75.56744311137504,84.83335866702056,2,2.454281659709511,ninguna,2,4.069721545146477,No
52.04063706410643,79.1943797932736,81.49047257861912,0,17.81151668106364,ninguna,2,15.3891369055122,No
54.300986009843605,65.51548221285688,87.3586506574957,4,16.432990378794564,ninguna,1,0.0,No
68.25254964910833,75.47596413045589,96.51515145933001,6,4.815365330882806,total,1,3.0765961275735236,No
62.84602655598691,58.089404914560994,73.57518101881577,2,5.996126505141155,ninguna,2,2.7603483877052106,No
78.77096799114328,91.32650433755083,89.88520138474009,2,2.4098594388497037,ninguna,3,40.94503161128884,No
64.10371109374547,62.48587924774029,86.7215866960644,0,2.447597998176532,total,1,14.869107481598167,No
58.05235558397651,88.93271231324084,86.53763829544707,0,9.543929608648682,ninguna,2,0.43898200710750857,No
92.58778522705865,68.49589558525702,93.71844569874091,2,11.966846398768801,parcial,1,8.497413084176557,No
72.29068439416157,75.02998516135982,85.49297425217159,2,11.212076466877852,ninguna,2,35.93257464449471,Si
75.81033845625508,64.57553173663949,89.80229261905703,0,12.50113832891157,total,1,22.179175272165594,No
57.90302176543852,56.760068532479565,92.15864629571148,2,23.175251356942496,ninguna,1,4.631872456838112,No
68.4674073056978,45.82859418592048,79.95634799619393,3,7.058821372639516,parcial,1,39.173769440008186,Si
76.3310710765184,56.170137621113106,87.99183460813798,0,18.48806289814703,parcial,1,26.30193917145641,Si
61.188077070932366,67.14136720176117,82.49212392789369,1,28.48206138865372,ninguna,2,8.284493940565708,No
79.50837622014807,75.17818768243326,83.67318220280104,1,2.3188528073970662,parcial,0,19.094661993604348,No
67.79233572097434,87.15568969924895,81.77938603521667,1,10.85531508650952,parcial,1,33.603376335809955,No
71.49967500248067,65.31363810304727,89.71080404096887,4,7.942899576167033,,0,9.376798670680193,No
67.77952065324723,58.77058853599239,85.81644709018254,2,4.7404217179761785,total,1,26.97947242747118,Si
97.22733821410725,50.359278209959314,88.94544034316674,2,5.966933754566766,ninguna,0,24.176189997546345,Si
74.8380333031448,79.20095426856156,84.82482637104252,1,1.317407312520177,parcial,0,7.297123689543728,No
62.3074688525292,92.74791772994016,68.95878987529676,2,2.7346868324075175,total,2,5.963206705877679,No
84.87053894523827,90.99495401934433,85.31368416099708,2,12.393836100802385,ninguna,4,0.0,No
60.34987620034774,82.64899122220856,85.63537955156816,1,13.117056641387146,parcial,2,13.508491961545218,No
77.50636314005706,81.57814975901398,87.4259593715346,3,8.243473316882982,ninguna,0,0.0,No
51.483958513442694,97.4643566956401,79.06270806314258,1,14.145665129821419,parcial,0,0.0,No
59.06176741321883,76.98122192125216,73.04530283334488,1,6.4955431139245645,parcial,0,0.0,No
77.36233483042949,81.69194514036258,91.24606644894278,0,6.741196705033284,parcial,1,14.39083645456245,No
83.86159895994493,67.18824207222002,82.26393443465831,0,6.432742026076156,total,3,32.28179262995219,No
77.05641937427964,51.56934943717864,86.71244047684996,2,6.059855259395518,ninguna,0,2.199223683978744,No
73.61222061134112,61.74226649250636,82.18539920111705,0,3.982873422347593,parcial,0,35.99030517193827,Si
71.38675565292853,71.86261442198017,84.93938174226405,4,5.912887381567712,ninguna,3,36.616616741332265,Si
57.25773611559087,72.91178058751954,80.50714652064192,3,15.260261108096529,total,3,4.713752429664186,No
66.36186949926349,100.0,75.31916410846172,2,17.392727096177534,total,3,0.0,No
69.47233474848255,73.21915751386604,89.73731660768657,3,1.545404593050819,total,1,34.78884271352313,Si
87.68546671462698,89.68265166038465,78.9687991177388,1,18.14947017612831,total,4,38.26488310112217,No
79.12341947482153,65.47384137635525,86.6395148089481,2,4.0807501350890965,total,2,19.114949604136758,No
53.843518135647194,67.32486171352149,89.10460221902078,4,6.420020761229315,total,1,20.916442749206585,Si
78.88900763273755,52.06488544164827,79.13187284396918,3,10.119822327261831,ninguna,1,20.518481195545505,Si
70.3790126350042,60.865079806851426,72.96114365627015,1,31.426752272301727,ninguna,1,25.372659540796498,Si
66.8769359963285,79.9047208704563,100.0,3,5.526020127757578,total,1,31.942850450529704,No
82.34011546609041,72.113402705912,79.72228124054574,1,19.819487400866763,parcial,1,12.399765284666856,No
87.37199426995141,86.14407929845851,91.23417158601158,3,3.8253241701456684,total,1,2.9367358766363196,No
86.17536142939439,74.71880922517576,100.0,1,1.8292749196451572,parcial,1,12.506507487469818,No
64.92938972132833,66.71319402543388,92.89907746853893,2,16.470967200574503,ninguna,2,20.878059808925126,No
71.28945148978542,100.0,81.99557191172448,2,6.999190864122825,total,2,27.91017678213457,No
78.97516117684276,70.59144646930429,84.32883612464889,1,19.527359924575777,parcial,1,33.78963435315178,Si
86.70654152546831,89.44501454557957,76.67392780261152,3,21.890272946063902,parcial,0,30.211221064567265,No
69.24990914585652,65.98186190182983,93.81696426957743,1,3.861099493203332,ninguna,0,24.57516550634628,No
72.7720922800342,82.6439921907535,90.66270708058688,0,3.8005662220352763,parcial,2,12.16193070754101,No
61.72398031192766,85.9202348872753,79.85574181738257,1,8.323274918865017,ninguna,1,0.0,No
60.64552051103195,75.1273795586337,74.57825192901555,2,19.282465279683038,parcial,0,32.65129105905563,Si
84.75030986873037,36.68275615955097,71.78766262336309,1,16.692918849259556,total,3,47.91554996222861,Si
91.27488034284988,72.2737869128417,94.86514003804201,0,2.9833534065192424,ninguna,1,14.014914106583976,No
74.13587854103599,90.45690071639963,86.2037312895556,1,4.725147830939956,ninguna,1,35.40056888059059,No
87.04239477470429,79.91221249541596,87.14984536332751,1,9.910856033228276,ninguna,0,0.0,No
79.33963230057161,78.6875831284387,76.77051374137642,1,1.1398572156924947,parcial,1,12.416001201465384,No
67.25856294473851,46.16614599063721,70.36496896695594,2,1.3784345763719494,total,1,1.0121058252171764,Si
79.33674726610097,61.193173939874114,94.62613574711632,0,20.135771831364472,ninguna,0,43.98742420603685,Si
93.45643879759163,78.17036446727158,85.42039036997231,1,4.40918167814269,ninguna,2,9.539451627023642,No
74.57008753068058,78.15574915180338,94.0723466005762,1,8.98515144996895,total,0,21.157029857644158,No
93.77572386976807,90.22000170199354,81.14066873484435,2,3.1517308292300967,ninguna,0,24.43762373138211,No
43.56305875092307,69.82699867280859,82.63182156963141,0,23.042144062751486,ninguna,1,47.82328556820272,Si
84.86283005250269,78.08736130010722,92.13298176620631,1,6.5324173807560495,ninguna,1,7.034652232276603,No
76.04456481885805,72.24561362896941,92.32348079650525,2,8.122751654860343,total,0,32.56348315706395,No
71.41191179440959,57.19585895247665,92.97565622685954,0,8.145575044118559,ninguna,2,6.762307020331717,No
76.10112931842603,38.16313003357879,82.04798746897303,1,4.0312950453162975,ninguna,1,17.941878706121056,Si
51.149173024789285,78.46514538195115,91.14547237650868,0,11.191123177523952,total,1,53.13498379376478,No
72.36393734594985,74.60920812619217,96.09099465476719,2,21.07814719928355,ninguna,0,21.6201314586438,No
79.28535085814096,62.727374368497465,83.95227988318466,0,31.97889864587895,parcial,0,32.97189999721149,Si
92.73472853689819,47.712404152262025,79.86511636225947,1,2.948754557353432,ninguna,0,23.244012315048536,Si
68.78075738071624,81.44609271613108,98.42747603316766,2,7.5413709449489446,parcial,2,23.119937799761495,No
65.29807676528175,68.01119888706673,78.45554266448693,2,0.2182724370967699,ninguna,1,30.683441719720857,Si
68.97891547698556,80.35312083552219,91.29476497114477,1,2.1832976813988116,parcial,1,6.519276386092304,No
85.9848254124249,99.96072795617638,84.41577689480138,2,9.839258835450174,ninguna,5,25.18069204228717,No
78.94501331591621,39.878536795204425,66.5843438351544,3,9.991901561431405,parcial,2,0.0,Si
68.64287755479553,61.50598786946454,96.2859406747858,1,5.177935833267099,parcial,1,4.753774755892689,No
81.15920919736027,68.8593658003213,57.42146370452632,0,5.9161444881394445,total,0,39.21504152363346,Si
76.16493059217649,93.82239261219976,65.15871933242391,2,1.9190112032072175,ninguna,1,6.971706579509339,No
86.62373988639467,47.453954711902725,90.27330079480672,3,11.997875404866765,parcial,0,32.03823721753001,Si
66.57536287347178,100.0,90.27071198678115,2,3.538678779178049,total,1,0.0,No
71.06805424082678,74.03783852349436,78.62420142122464,3,32.10298561072523,ninguna,5,9.857550843665225,No
70.29470216241411,70.55999007399213,86.47822090303245,1,22.99940416879652,ninguna,0,12.312639642783786,No
57.43782062241458,69.0291035517164,59.68569954221995,3,4.871901255387886,parcial,0,10.61001531834008,Si
78.55344332477492,65.45605451729956,92.069754644706,0,3.829967868537813,ninguna,1,18.075753664774247,No
78.13266326615867,87.72175138903732,87.49725487053597,0,14.951795875179375,ninguna,0,25.41688958028999,No
75.06136147970953,55.97218868876342,84.54357146666204,1,4.934628805943277,ninguna,0,14.210049801529461,No
72.18495439949824,77.1812127246578,85.20841482137772,2,0.9887198188977796,total,0,25.938141084529025,No
58.015551095395026,66.23727501439537,89.93254176193032,1,14.479883985728144,ninguna,0,19.219805246222343,No
69.9522561268157,60.567998272288534,84.7109847650214,2,8.490412259775992,ninguna,2,38.2441413472389,Si
70.88742580167877,100.0,66.2594449726878,0,9.556106791398504,ninguna,0,42.587650817083954,No
65.37267276934057,78.2857610213019,100.0,3,4.101990716322189,,0,25.920002812741046,No
73.0645714600079,81.19898316991716,97.00800819428451,1,40.69289261186189,ninguna,1,35.892967980131445,No
79.84861028177446,89.06665171002993,72.15055338045173,4,28.244227400255735,ninguna,2,20.863727557671186,Si
97.63423081452636,50.67975082022179,81.54862769523409,1,1.2248527511143175,total,2,36.16438817739608,Si
77.09493375398206,98.28437863683047,82.6396580984396,0,5.358160658024682,parcial,2,22.286541450932642,No
78.09060468867317,34.36564232257386,95.78849566508964,1,2.9940368554285026,parcial,0,17.33946973000408,Si
74.106649010806,60.46850384942219,63.40731064680232,3,10.259580168941199,ninguna,2,0.0,Si
51.9747454164115,65.11452490231649,80.00991735570211,0,13.031969108669193,ninguna,1,25.17211877509452,No
74.68183349460939,80.72585047455759,67.39363556662497,0,40.25004689841472,total,2,25.106616142585516,Si
75.72276251929232,75.28077399212232,82.14904484171662,2,22.183206424430292,total,1,2.8201043396847894,No
100.0,69.4977788895241,80.27499106915096,2,6.222616403665296,parcial,0,11.15911638441839,No
72.69166842262653,71.82003983058414,85.79694067382712,2,23.562922092509517,total,0,0.0,No
78.61856810800334,57.329654647161476,78.95125600990816,3,6.335448353206619,total,2,31.37318192202192,Si
74.58345876353708,49.5415140827374,77.48976608609476,1,11.241349965516726,ninguna,2,9.558835419776253,Si
60.97586354856561,82.8976743350409,91.19656691763149,1,3.0297070555401104,total,0,31.178896578940567,No
88.71387377418024,82.40559168804278,89.5467274094258,0,4.609408213672588,ninguna,0,12.638383904794356,No
84.02319639224129,95.76741562735589,90.51398342778242,3,3.8036172997897078,total,0,6.535088303600247,No
84.49238336451657,60.14974354777188,83.23099909509158,3,8.52890429575019,ninguna,2,35.709597051771,Si
64.08735054246313,82.39222815451384,79.2826141777481,0,13.541156309293793,ninguna,1,10.70089705689899,No
